Product,Url,Img,Price,Old Price,Status,Specs
Laptop Lenovo Yoga Slim 6 14IRH8 83E00008VN,https://gearvn.com/products/laptop-lenovo-yoga-slim-6-14irh8-83e00008vn,https://product.hstatic.net/200000722513/product/83e00008vn_36b42e1d28414dd1811dd418555780dc.png,24990000,25990000,còn hàng,"CPU: Intel® Core™ i7-13700H, 14 Cores (6P + 8E) / 20 Threads, P-core 2.4 / 5.0GHz, E-core 1.8 / 3.7GHz, 24MB|| Ram: 16GB LPDDR5x 5200MHz Onboard dual-channel (Không nâng cấp)|| SSD: 512GB SSD M.2 2242 PCIe® 4.0x4 NVMe (1 slot, nâng cấp tối đa 1TB)|| Card đồ họa: Intel® Iris® Xe Graphics|| Màn hình: 14"" WUXGA (1920x1200) OLED 400nits Glossy, 100% DCI-P3, 60Hz, Eyesafe®, Dolby® Vision™, DisplayHDR™ True Black 500|| Cổng giao tiếp: 1x HDMI® 2.1, up to 4K/60Hz1x Headphone / microphone combo jack (3.5mm)1x USB 3.2 Gen 1 (Always On)2x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)|| Audio: Stereo speakers, 2W x2, optimized with Dolby® Atmos®|| Chuẩn LAN: None|| Chuẩn WIFI: Wi-Fi 6 11ax (2x2)|| Bluetooth: Bluetooth 5.1|| Webcam: FHD 1080p + IR with Privacy Shutter, ToF Sensor|| Hệ điều hành: Windows 11 Home|| Pin: Integrated 65Wh|| Trọng lượng: 1.35 kg|| Màu sắc: Storm Grey|| Kích thước: 312 x 221 x 14.9 mm"
Laptop Lenovo Yoga Slim 6 14IRH8 83E0000VVN,https://gearvn.com/products/laptop-lenovo-yoga-slim-6-14irh8-83e0000vvn,https://product.hstatic.net/200000722513/product/83e0000vvn_0cbbc710f4eb438da416b93876a159cc.png,24990000,25990000,còn hàng,"CPU: Intel® Core™ i7-13700H, 14 Cores (6P + 8E) / 20 Threads, P-core 2.4 / 5.0GHz, E-core 1.8 / 3.7GHz, 24MB|| Ram: 16GB LPDDR5x 5200MHz Onboard dual-channel (Không nâng cấp)|| SSD: 512GB SSD M.2 2242 PCIe® 4.0x4 NVMe (1 slot, nâng cấp tối đa 1TB)|| Card đồ họa: Intel® Iris® Xe Graphics|| Màn hình: 14"" WUXGA (1920x1200) OLED 400nits Glossy, 100% DCI-P3, 60Hz, Eyesafe®, Dolby® Vision™, DisplayHDR™ True Black 500|| Cổng giao tiếp: 1x HDMI® 2.1, up to 4K/60Hz1x Headphone / microphone combo jack (3.5mm)1x USB 3.2 Gen 1 (Always On)2x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)|| Audio: Stereo speakers, 2W x2, optimized with Dolby® Atmos®|| Chuẩn LAN: None|| Chuẩn WIFI: Wi-Fi 6 11ax (2x2)|| Bluetooth: Bluetooth 5.1|| Webcam: FHD 1080p + IR with Privacy Shutter, ToF Sensor|| Hệ điều hành: Windows 11 Home|| Pin: Integrated 65Wh|| Trọng lượng: 1.35 kg|| Màu sắc: Misty Grey|| Kích thước: 312 x 221 x 14.9 mm"
Laptop Lenovo V15 G4 IRU 83A1000RVN,https://gearvn.com/products/laptop-lenovo-v15-g4-iru-83a1000rvn,https://product.hstatic.net/200000722513/product/83a1000rvn_bcefb3c06c89400db011b7be80e20f01.png,16490000,17390000,hết hàng,"CPU: Intel® Core™ i5-1335U, 10 Cores (2P + 8E) / 12 Threads, P-core 1.3 / 4.6GHz, E-core 0.9 / 3.4GHz, 12MB|| Ram: 8GB DDR4 3200MHz Onboard (1x SO-DIMM socket, up to 16GB SDRAM)|| Ổ cứng: 512GB SSD M.2 2242 PCIe® 4.0x4 NVMe (Trống 1 Slot 2.5"" SATA)|| Card đồ họa: Intel Iris Xe Graphics (with dual channel memory)Intel® UHD Graphics|| Màn hình: 15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 45% NTSC|| Cổng giao tiếp: 1x USB 2.01x USB 3.2 Gen 11x USB-C® 3.2 Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.2)1x HDMI® 1.4b1x Ethernet (RJ-45)1x Headphone / microphone combo jack (3.5mm)1x Power connector|| Bàn phím: Bàn phím tiêu chuẩn không LED|| Chuẩn LAN: 100/1000M|| Chuẩn WIFI: 802.11AC (2x2)|| Bluetooth: v5.1|| Webcam: HD 720p with Privacy Shutter|| Hệ điều hành: Windows 11 Home|| Pin: 3 Cells 65WHrs|| Trọng lượng: 1.67 kg|| Màu sắc: Iron Grey|| Kích thước: 359.2 x 235.8 x 19.9 mm"
Laptop Lenovo Ideapad Slim 5 16IAH8 83BG001XVN,https://gearvn.com/products/laptop-lenovo-ideapad-slim-5-16iah8-83bg001xvn,https://product.hstatic.net/200000722513/product/83bg001xvn_3758ad36a83946118a7a55e02437eef5.png,16990000,17490000,còn hàng,"CPU: Intel® Core™ i5-12450H, 8 Cores (4P + 4E) / 12 Threads, P-core 2.0 / 4.4GHz, E-core 1.5 / 3.3GHz, 12MB|| Ram: 16GB Onboard LPDDR5 4800Mhz|| SSD: 512GB SSD M.2 2242 PCIe® 4.0x4 NVMe|| Card đồ họa: Intel® UHD Graphics|| Màn hình: 16"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC, TÜV Low Blue Light|| Cổng giao tiếp: 1x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)2x USB-C® 3.2 Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)1x HDMI® 1.4b1x microSD card reader1x Headphone / microphone combo jack (3.5mm)|| Bàn phím: Bàn phím tiêu chuẩn, có LED đơn sắc|| Chuẩn LAN: Không hỗ trợ|| Chuẩn WIFI: Wi-Fi® 6, 11ax 2x2|| Bluetooth: Bluetooth® 5.1|| Webcam: FHD 1080p with Privacy Shutter|| Hệ điều hành: Windows 11 Home|| Pin: Integrated 56.6Wh|| Trọng lượng: 1.89 kg|| Màu sắc: Cloud Grey|| Kích thước: 356 x 251 x 17.9 mm "
Laptop Lenovo ThinkPad E14 21E300E3VN,https://gearvn.com/products/laptop-lenovo-thinkpad-e14-21e300e3vn,https://product.hstatic.net/200000722513/product/21e300e3vn_033caa0eb07346b48bdebf32df4ef51d.png,23990000,27990000,hết hàng,"CPU: Intel® Core™ i7-1255U, 10 Cores (2P + 8E) / 12 Threads, P-core 1.7 / 4.7GHz, E-core 1.2 / 3.5GHz, 12MB|| Ram: 8GB Soldered DDR4-3200 (Trống 1 slot  Sodimm, nâng cấp tối đa 40GB)|| Ổ cứng: 512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0 (Còn trống 1 Slot M.2 2242 PCIe 3.0 x4)|| Card đồ họa: Intel Iris Xe Graphics (with dual channel memory)Intel® UHD Graphics (with single channel memory)|| Màn hình: 14"" FHD (1920x1080) IPS 300nits Anti-glare, 45% NTSC|| Cổng giao tiếp: 1x Headphone / microphone combo jack (3.5mm)1x HDMI®, up to 4K/60Hz1x USB 3.2 Gen 1 (Always On)1x USB 2.01x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)1x Ethernet (RJ-45)|| Bàn phím: Bàn phím tiêu chuẩn, có LED đơn sắc|| Chuẩn LAN: 100/1000M (RJ-45)|| Chuẩn WIFI: Intel® Wi-Fi® 6E AX211|| Bluetooth: Bluetooth® 5.1|| Webcam: FHD 1080p + IR Hybrid with Privacy Shutter|| Hệ điều hành: Windows 11 Home|| Pin: 45Whr battery|| Trọng lượng: 1.64 kg|| Màu sắc: Black|| Kích thước: 324 x 220.7 x 17.9 mm"
Laptop Lenovo Yoga Slim 7 Pro 14IHU5 O 82NH00BDVN,https://gearvn.com/products/laptop-lenovo-yoga-slim-7-pro-14ihu5-o-82nh00bdvn,https://product.hstatic.net/200000722513/product/82nh00bdvn_a59d3b0b7df347b9aa54cf51614c57a2.png,23990000,24990000,hết hàng,"CPU: Intel® Core™ i5-11320H (4 Cores  8 Threads, 3.2 / 4.5GHz, 8MB)|| RAM: 16GB LPDDR4x 4266MHz Onboard dual-channel (Không nâng cấp)|| SSD: 512GB SSD M.2 2280 PCIe 3.0x4 NVMe (1 slot)|| Card đồ họa: Intel Iris Xe Graphics|| Màn hình: 14"" 2.8K (2880x1800) OLED 400nits Glossy, 100% DCI-P3, 90Hz, DisplayHDR™ True Black 500, Dolby® Vision™, Glass|| Cổng giao tiếp: 2x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)1x USB 3.2 Gen 1 (Always On)1x headphone / microphone combo jack|| Audio: Stereo speakers, 2W x2, optimized with Dolby® Atmos®, audio by Harman|| Chuẩn LAN: None|| Chuẩn WIFI: Wi-Fi 6 11ax, 2x2 || Bluetooth: Bluetooth 5.1|| Webcam: IR & 720p + ToF Sensor|| Hệ điều hành: Windows 11 Home|| Pin: 3 Cell 61Wh|| Trọng lượng: 1.38 kg|| Màu sắc: Light Silver|| Kích thước: 312.4 x 221.4 x 14.9 mm "
Laptop Lenovo IdeaPad 5 Pro 14ITL6 82L300M9VN,https://gearvn.com/products/laptop-lenovo-ideapad-5-pro-14itl6-82l300m9vn,https://product.hstatic.net/200000722513/product/82l300m9vn_f15a77415bdf4efaa429cd058655c003.png,17490000,22990000,hết hàng,"CPU: Intel Core i5-1135G7 2.5GHz up to 4.2GHz, 4 Cores 8 Threads ,8MB|| RAM: 8GB DDR4 3200MHz Onboard Dual-channel (Không nâng cấp)|| SSD: 512GB SSD M.2 2280 PCIe 3.0x4 NVMe (1 Slot)|| Card đồ họa: Intel Iris Xe Graphics || Màn hình: 14"" 2.2K (2240x1400) IPS 300nits Anti-glare, 60Hz, 100% sRGB|| Cổng giao tiếp: 1x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)1x USB-C 3.2 Gen 1 (support data transfer and Power Delivery 3.0)1x HDMI 1.4b1x Card reader1x Headphone / microphone combo jack (3.5mm)|| Bàn phím: Bàn phím tiêu chuẩn, có LED trắng|| Chuẩn LAN: Không hỗ trợ|| Chuẩn WIFI: Wi-Fi 6 11ax, 2x2|| Bluetooth: Bluetooth® 5.1|| Webcam: IR & HD 720p + ToF Sensor|| Hệ điều hành: Windows 11 Home|| Pin: 3 Cells 56.5WHrs|| Trọng lượng: 1.38 kg|| Màu sắc: Cloud Grey|| Kích thước: 312.2 x 221 x 15.99 mm"
Laptop Lenovo Yoga Slim 7 14ACN6 82N7008VVN,https://gearvn.com/products/laptop-lenovo-yoga-slim-7-14acn6-82n7008vvn,https://product.hstatic.net/200000722513/product/82n7008vvn_f923c9b24cc94348b9c0dd695bac7152.png,15490000,26990000,hết hàng,"CPU: AMD Ryzen 7-5800U 1.9GHz up to 4.4GHz 16MB|| Ram: 8GB LPDDR4x 4266MHz Onboard dual-channel (Không nâng cấp)|| SSD: 512GB SSD M.2 2280 PCIe 3.0x4 NVMe (1 slot)|| Card đồ họa: AMD Radeon Graphics|| Màn hình: 14 inch FHD (1920x1080) IPS, 300nits Glossy, 72% NTSC, 100% sRGB ,Touch|| Cổng giao tiếp: 2x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0, and DisplayPort 1.4)1x USB 3.2 Gen 1 (Always On)1x Headphone/microphone combo jack (3.5mm)|| Audio: 2 front-facing speakers, 2W x2, optimized with Dolby Atmos, Smart Amplifier (AMP)|| Chuẩn LAN: None|| Chuẩn WIFI: Wi-Fi 6 11ax (2x2)|| Bluetooth: Bluetooth 5.0|| Webcam: HD 720p with Privacy Shutter|| Hệ điều hành: Windows 11 Home|| Pin: 4 Cell 71Wh|| Trọng lượng: 1.45 Kg|| Màu sắc: Slate Grey || Kích thước: 320.4 x 214.6 x 15.68-17.7 mm"
Laptop Dell Inspiron 15 N3530 I3U085W11BLU,https://gearvn.com/products/laptop-dell-inspiron-15-n3530-i3u085w11blu,https://product.hstatic.net/200000722513/product/ava_450b62dbedc44663a3d7bf2bf0c735b3.png,11990000,14690000,còn hàng,"CPU: Intel Core i3-1305U up to 5.0 GHz, 5 Cores 6 Threads, 10MB Cache|| RAM: 8GB (1 x 8GB) DDR4 2666MHz (2x SO-DIMM socket, up to 16GB SDRAM)|| Card đồ họa: Intel UHD Graphics|| Màn hình: 15.6 Inch FHD (1920 x 1080),120Hz, Anti- Glare, WVA, LED-Backlit, Độ sáng 250 nit|| Cổng giao tiếp: 1 x USB 3.2 Gen 1 Type-C® port 1 x USB 3.2 Gen 1 Type-A ports (on systems configured with non Type-C®)1 USB 2.0 port1 headset (headphone and microphone combo) port1 HDMI 1.4 port|| Webcam: HD Webcam"
Laptop Dell Inspiron 15 3520 i3U082W11BLU,https://gearvn.com/products/laptop-dell-inspiron-15-n3520-i3u082w11blu,https://product.hstatic.net/200000722513/product/i3u082w11blu-fix_6024858859ea443fa4bb8436e9fcda54_ea5a9dc683ae4c82ab3f080c2ff77b28.png,12490000,15190000,hết hàng,"CPU: Intel Core i3-1215U Processor (10MB Cache, up to 4.4 GHz)|| RAM: 8GB DDR4 2666MHz (2x SO-DIMM socket, up to 16GB SDRAM)|| Card đồ họa: Intel UHD Graphics|| Màn hình: 15.6 Inch FHD (1920 x 1080),120Hz, Anti- Glare LED Backlit Narrow Border Display|| Wireless: 802.11ax 2x2 WiFi|| LAN: 10/100 Mbps|| Bluetooth: v5.2|| Cổng giao tiếp: 1 x USB 3.2 Gen 1 port (on systems configured with Type-C®)2 x USB 3.2 Gen 1 ports (on systems configured with non Type-C®)1 x USB 2.0 port1 x headset (headphone and microphone combo) port1 x HDMI 1.4 portOne SD card slot|| Webcam: HD Webcam"
Laptop Dell Vostro 3530 V5I3001W1 Gray,https://gearvn.com/products/laptop-dell-vostro-3530-v5i3001w1-gray,https://product.hstatic.net/200000722513/product/v5i3001w1-gray_7ed7369088b0435bb4d19c4597166ca7.png,13790000,15290000,hết hàng,"CPU: Intel Core i3-1305U (3.3GHz~ 4.5GHz) 5 Cores 6 Threads|| RAM: 8GB (8x1) DDR4 2666MHz (2x SO-DIMM socket, up to 16GB SDRAM)|| Ổ cứng: 256GB SSD M.2 PCIE|| Card đồ họa: Intel® UHD Graphics || Màn hình: 15.6 Inch FHD (1920 x 1080), 120Hz, WVA,  Anti-glare, 250 nits|| Cổng kết nối: 1 x USB 3.2 Gen 1 port1 x USB 2.0 port1 x USB 3.2 Gen 1 Type-Cport1 x Universal audio 1 x HDMI 1.4 1 x RJ45 Ethernet1 x Power-adapter|| Audio: Stereo speakers, 2 W x 2 = 4 W total|| Đọc thẻ nhớ: SD card slot|| Chuẩn WiFi: 802.11 AC|| Chuẩn LAN: RJ45|| Bluetooth: 5.2"
Laptop Dell Vostro 3530 V5I3465W1 Gray,https://gearvn.com/products/laptop-dell-vostro-3530-v5i3465w1-gray,https://product.hstatic.net/200000722513/product/ava_323374780a104f079d493a9001f17921.png,13990000,14690000,còn hàng,"CPU: Intel Core i3-1305U (3.3GHz~ 4.5GHz) 5 Cores 6 Threads|| RAM: 8GB (8x1) DDR4 3200MHz (2x SO-DIMM socket, up to 16GB SDRAM)|| Ổ cứng: 512GB SSD M.2 PCIE|| Màn hình: 15.6 inch FHD (1920 x 1080) 120Hz 250 nits WVA Anti- Glare LED Backlit Narrow Border Display|| Cổng kết nối: USB 3.2 Gen 1 port1 USB 2.0 port1 USB 3.2 Gen 1 Type-C® port1 USB 3.2 Gen 1 Type-C® port with DisplayPort Alt Mode 1.4/Power Delivery (only for computers with aluminum chassis or NVIDIA® GeForce MX550 graphics card)1 Universal audio port1 HDMI 1.4 port1 RJ45 Ethernet port1 Power-adapter port|| Audio: Stereo speakers, 2 W x 2 = 4 W total|| Đọc thẻ nhớ: SD card slot|| Chuẩn WiFi: Realtek Wi-Fi 5 RTL8821CE, 1x1, 802.11ac, MU-MIMO, || Bluetooth: Bluetooth® wireless card v5.2"
Laptop Dell Inspiron 15 3520 71003264,https://gearvn.com/products/laptop-dell-inspiron-15-3520-71003264,https://product.hstatic.net/200000722513/product/71003264_1ee80a8b26eb4b8e93f903b0d10763af_3d1cf313c4614f3291669a5b2162a025.png,13990000,15990000,hết hàng,"CPU: Intel Core i3-1215U Up to 4.40 GHz, 6 cores 8 threads(10MB Cache, up to 4.4 GHz)|| RAM: 8GB DDR4 2666MHz (2x SO-DIMM socket, up to 16GB SDRAM)|| Card đồ họa: Intel UHD Graphics|| Màn hình: 15.6 Inch FHD (1920 x 1080),120Hz, 250 nits, WVA .Anti- Glare LED Backlit Narrow Border Display|| Wireless: 802.11ax 2x2 WiFi|| Bluetooth: v5.2|| Cổng giao tiếp: 1 x USB 3.2 Gen 1 Type-C1 x USB 3.2 Gen 11 x USB 3.2 Gen 11 x USB 2.01 x headset1 x HDMI 1.4 Port1 x Audio Jack|| Webcam: HD Webcam"
Laptop Dell Vostro 3530 V5I5267W1 Gray,https://gearvn.com/products/laptop-dell-vostro-3530-v5i5267w1-gray,https://product.hstatic.net/200000722513/product/vostro-3530_7a36c45673a54b8cb130f07130d1af0d.gif,14990000,18190000,còn hàng,"CPU: Intel Core i5-1335U (3.4GHz~ 4.6GHz) 10 Cores 12 Threads, 12 MB Cache|| RAM: 8GB (8x1) DDR4 2666MHz (2x SO-DIMM socket, up to 16GB SDRAM)|| Ổ cứng: 256GB SSD M.2 PCIE|| Card đồ họa: Intel® UHD GraphicsIntel Iris Xe Graphics with Dual Ram || Màn hình: 15.6 Inch FHD (1920 x 1080), 120Hz, WVA,  Anti-glare, 250 nits|| Cổng kết nối: 1 x USB 3.2 Gen 1 port1 x USB 2.0 port1 x USB 3.2 Gen 1 Type-Cport1 x Universal audio 1 x HDMI 1.4 1 x RJ45 Ethernet1 x Power-adapter|| Audio: Stereo speakers, 2 W x 2 = 4 W total|| Đọc thẻ nhớ: SD card slot|| Chuẩn WiFi: 802.11 AC|| Chuẩn LAN: RJ45|| Bluetooth: 5.2"
Laptop Dell Inspiron 15 3520 N5I5122W1 Black,https://gearvn.com/products/laptop-dell-inspiron-15-3520-n5i5122w1-black,https://product.hstatic.net/200000722513/product/ll-inspiron-15-3520-n5i5122w1-black-1_48258b668e224dc391f31649931443f3_bb5623c85bcb43718d622bec03fe6616.png,15990000,19690000,hết hàng,"CPU: Intel(R) Core(TM) i5-1235U Processor (12MB Cache, up to 4.4 GHz)|| RAM: 1 x 8GB DDR4 2666MHz (2x SO-DIMM socket, up to 16GB SDRAM)|| Card đồ họa: Intel Iris Xe Graphics (with dual channel memory)Intel® UHD Graphics|| Màn hình: 15.6 Inch FHD (1920 x 1080),120Hz, Anti- Glare LED Backlit Narrow Border Display|| Wireless: 802.11ax 2x2 WiFi|| LAN: 10/100 Mbps|| Bluetooth: v5.2|| Cổng giao tiếp: 2 x USB 3.2 Gen 1 ports (on systems configured with non Type-C®)1 x USB 2.0 port1 x headset (headphone and microphone combo) port1 x HDMI 1.4 portOne SD card slot|| Webcam: FHD Webcam"
Laptop Dell Inspiron 15 3530 i5U085W11BLU,https://gearvn.com/products/laptop-dell-inspiron-15-3530-i5u085w11blu,https://product.hstatic.net/200000722513/product/inspiron-15-3530-i5u085w11blu_b60d09f21993480cadda384a5fe9c154.png,16490000,18590000,hết hàng,"CPU: Intel(R) Core(TM) i5-1335U Processor, 10 Cores 12 Threads (12MB Cache, up to 4.4 GHz)|| RAM: 1 x 8GB DDR4 2666MHz (2x SO-DIMM socket, up to 16GB SDRAM)|| Card đồ họa: Intel Iris Xe Graphics (with dual channel memory)Intel® UHD Graphics|| Màn hình: 15.6 Inch FHD (1920 x 1080),120Hz, Anti- Glare LED Backlit Narrow Border Display|| Wireless: 802.11ax 2x2 WiFi|| LAN: 10/100 Mbps|| Bluetooth: v5.2|| Cổng giao tiếp: 2 x USB 3.2 Gen 1 ports (on systems configured with non Type-C®)1 x USB 2.0 port1 x headset (headphone and microphone combo) port1 x HDMI 1.4 portOne SD card slot|| Webcam: 720p at 30 fps HD camera, single-integrated microphone"
Laptop Dell Vostro 3510 7T2YC2,https://gearvn.com/products/laptop-dell-vostro-3510-7t2yc2,https://product.hstatic.net/200000722513/product/3510_163a470e36b04ba3af0f444de881a711_ce4f48f1913949ee924f0a9909508b46.png,17490000,20990000,hết hàng,"CPU: Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB|| RAM: 8GB (8x1) DDR4 3200MHz (2x SO-DIMM socket, up to 16GB SDRAM)|| Ổ cứng: 512GB SSD M.2 PCIE|| Card đồ họa: Intel® Iris Xe Graphics|| Màn hình: 15.6"" FHD (1920 x 1080) Anti-glare, LED Backlight, Non-Touch, Narrow Border, WVA Display|| Cổng kết nối: 2x USB 3.2 Gen 1 Type-A1x USB 2.0 Type-A1x HDMI 1.41x RJ-451x Audio Jack1x Power in|| Audio: Stereo speakers, 2 W x 2 = 4 W total|| Đọc thẻ nhớ: SD card slot|| Chuẩn WiFi: 802.11 AC|| Chuẩn LAN: 10/100/1000 Mbps|| Bluetooth: v4.2"
Laptop Dell Vostro 3520 5M2TT2,https://gearvn.com/products/laptop-dell-vostro-3520-5m2tt2,https://product.hstatic.net/200000722513/product/5m2tt2_8da55c2131c840ab88cb990ade680fda_f2185f024c064562be2795e2f9d29c90.png,17490000,18990000,hết hàng,"CPU: Intel Core i5-1235U upto 4.40 GHz, 10 cores 12 threads, 12 Mb Cache|| RAM: 8GB (8x1) DDR4 3200MHz (2x SO-DIMM socket, up to 16GB SDRAM)|| Ổ cứng: 512GB SSD M.2 PCIE|| Card đồ họa: Intel Iris Xe Graphics (with dual channel memory)Intel® UHD Graphics (with single channel memory)|| Màn hình: 15.6 inch FHD (1920 x 1080), 120Hz, WVA, Anti-Glare, 250 nit, Narrow Border, LED-Backlit|| Cổng kết nối: 2x USB 3.2 Gen 1 port1x USB 2.0 port1x headset (headphone and microphone combo) port1x HDMI 1.4 (Maximum resolution supported over HDMI is 1920x1080 @60Hz. No 4K/2K output)1x RJ45 Ethernet port (flip-down)|| Audio: Stereo speakers, 2 W x 2 = 4 W total|| Đọc thẻ nhớ: SD card slot|| Chuẩn WiFi: 802.11 AC|| Chuẩn LAN: 10/100/1000 Mbps|| Bluetooth: v4.2"
Laptop Dell Vostro 3430 71011900,https://gearvn.com/products/laptop-dell-vostro-3430-71011900,https://product.hstatic.net/200000722513/product/71011900_2d189c5a1eb647378ce9f333525ad687_5f9919d65c4f42d896a885f3369280be.png,17990000,20990000,còn hàng,"CPU: i5-1335U up to 4.6Ghz, 10 Cores 12 Threads, 12 MB Intel® Smart Cache|| RAM: 8GB (8x1) DDR4 2666MHz (2x SO-DIMM socket, up to 16GB SDRAM)|| Ổ cứng: 512GB M.2 NVMe (1 Slot)|| Card đồ họa: Intel Iris Xe Graphics (with dual channel memory)Intel® UHD Graphics|| Màn hình: 14 inch FHD (1920 x 1080) 60Hz 250 nits IPS Anti- Glare LED Backlit Narrow Border Display|| Cổng kết nối: 1x USB 2.01x USB 3.2 Gen 1 port1x USB 3.2 Gen 1 Type-C port1x USB 3.2 Gen 1 Type-C port with DisplayPort Alt Mode 1.4/Power Delivery || Bàn phím: LED đơn sắc|| Đọc thẻ nhớ: SD card slot|| Chuẩn WiFi: WiFi 802.11ac|| Bluetooth: v5.0"
Laptop Dell Inspiron 3530 N5I5791W1 Black,https://gearvn.com/products/laptop-dell-inspiron-3530-n5i5791w1-black,https://product.hstatic.net/200000722513/product/inspiron-15-3530-i5u085w11blu_b60d09f21993480cadda384a5fe9c154_large_0b98f57875004b289aa90b4237c9c353.png,18490000,20290000,hết hàng,"CPU: Intel Core i5-1335U ( 3.4 GHz - 4.6 GHz / 12MB / 10 nhân, 12 luồng, 12 MB Intel® Smart Cache)|| RAM: 16GB (2 x 8) DDR4 2666MHz (2x SO-DIMM socket, up to 16GB SDRAM)|| Card đồ họa: Intel Iris Xe Graphics (with dual channel memory)Intel® UHD Graphics|| Màn hình: 15.6 Inch FHD (1920 x 1080), 120Hz, 250 nits, WVA, Anti-Glare, LED Backlit Narrow Border Display|| Wireless: Wi-Fi 6 (WiFi 802.11ax)|| Bluetooth: v5.2|| Cổng giao tiếp: 1 x USB 3.2 Type C 1 x USB 3.2 Type A1 x USB 2.0 1 x HDMI 1.4Audio Combo Jack|| Webcam: HD 720p Webcam"
Laptop Dell Inspiron 14 5440 i5U085W11IBU,https://gearvn.com/products/laptop-dell-inspiron-14-5440-i5u085w11ibu,https://product.hstatic.net/200000722513/product/ava_7a60a95da9ad4f79937195617962b252.png,18890000,20490000,còn hàng,"CPU: Intel Core i5 120U (Up to 5Ghz, 12Mb Cache)|| RAM: 16GB (2x8GB) LPDDR5 5200MHz (2 slot, nâng cấp tối đa 32GB)|| Card đồ họa: NVIDIA® GeForce® MX570A with 2GB GDDR6 graphics memory|| Màn hình: 14.0-inch 16:10 2.2K (2240x1400) Anti-Glare NonTouch 300nits WVA Display w/ ComfortView Plus Support|| Cổng giao tiếp: 2 USB 3.2 Gen 1 (5 Gbps) ports1 USB 3.2 Gen 2 (10 Gbps) Type-C® with Power Delivery and DisplayPort™1 headset (headphone and microphone combo) port1 HDMI 1.4 port|| Bảo mật: Bảo mật vân tay"
Laptop Dell Inspiron 15 3520 P112F007 71003262,https://gearvn.com/products/laptop-dell-inspiron-15-3520-p112f007-71003262,https://product.hstatic.net/200000722513/product/71003262_808df7fb9700440491a3d533c64459a9_73bd092b189847fab89a14f8e369fa91.png,19990000,22490000,hết hàng,"CPU: Intel Core i7-1255U Processor (12MB Cache, up to 4.7 GHz, 10 Cores 12 Threads)|| RAM: 1 x 8GB DDR4 3200MHz (2x SO-DIMM socket, up to 16GB SDRAM)|| Card đồ họa: Intel Iris Xe Graphics (with dual Ram)Intel® UHD Graphics|| Màn hình: 15.6 Inch FHD (1920 x 1080),120Hz, Anti- Glare, WVA, LED-Backlit|| Wireless: 802.11ax 2x2 WiFi|| LAN: 10/100 Mbps|| Bluetooth: v5.2|| Cổng giao tiếp: 2x USB 3.2 Gen 11x USB 2.01x Tai nghe (combo tai nghe và micro)1x HDMI 1.4 (Độ phân giải tối đa được hỗ trợ là 1920x1080 @ 60Hz, không có đầu ra 4K / 2K)|| Webcam: HD Webcam"
Laptop Dell Latitude 3520 P108F001 70280538,https://gearvn.com/products/laptop-dell-latitude-3520-p108f001-70280538,https://product.hstatic.net/200000722513/product/latitude-3520-p108f001-70280538-fix_83b4c85f06d145199d87d838dc9eca04.png,19990000,24990000,còn hàng,"CPU: Intel Core i7-1165G7 (2.58GHz~4.7GHz) 4 Cores 8 Threads|| RAM: 8GB (1x8) DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)|| Card đồ họa: Intel Iris Xe Graphics (with dual channel memory)Intel® UHD Graphics|| Màn hình: 15.6'' FHD (1920x1080), 60Hz, Non-Touch, || Bàn phím: Có dãy phím Numpad, Đèn nền bàn phím đơn sắc|| Khe đọc thẻ nhớ: SD Media Card Reader|| Audio: 2x 2W Realtek|| Lan: 100/1000 Mbps|| Wifi + Bluetooth: Wi-Fi 6 AX201 2x2 + v5.1|| Webcam: HD Webcam|| Màu sắc: Carbon Black"
